Date,Campaign name,Ad group name,Ad name,Ad entity status,Ad ID,Spend in account currency,Impressions,Reach,Frequency,CPM,Result,Cost per result,Pin clicks,CTR,CPC,Outbound clicks,Saves,Engagements,Engagement rate,Total CPA (Checkout),Total ROAS (Checkout),Total conversions (Checkout),Total order value (Checkout),Total click-through conversions (Checkout),Total click-through order value (Checkout),Total engagement conversions (Checkout),Total engagement order value (Checkout),Total view-through conversions (Checkout),Total view-through order value (Checkout),Total CPA (Add to cart),Total ROAS (Add to cart),Total conversions (Add to cart),Total order value (Add to cart),Total click-through conversions (Add to cart),Total click-through order value (Add to cart),Total engagement conversions (Add to cart),Total engagement order value (Add to cart),Total view-through conversions (Add to cart),Total view-through order value (Add to cart),Total CPA (Page visit),Total ROAS (Page visit),Total conversions (Page visit),Total order value (Page visit),Total click-through conversions (Page visit),Total click-through order value (Page visit),Total engagement conversions (Page visit),Total engagement order value (Page visit),Total view-through conversions (Page visit),Total view-through order value (Page visit),Total CPA (Initiate checkout),Total ROAS (Initiate checkout),Total conversions (Initiate checkout),Total order value (Initiate checkout),Average order value (Initiate checkout),Total click-through conversions (Initiate checkout),Total click-through order value (Initiate checkout),Total engagement conversions (Initiate checkout),Total engagement order value (Initiate checkout),Total view-through conversions (Initiate checkout),Total view-through order value (Initiate checkout),Earned saves,Organic pin ID
2026-06-17,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,3.76,537,522,1.028735632183908,6.999374301675977,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,1.59,228,225,1.0133333333333334,6.960609649122807,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.18,25,25,1.0,7.13608,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.24,47,42,1.119047619047619,5.107468085106383,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.40,34,32,1.0625,11.657529411764706,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Ad group | 2026-06-14,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503902,0.04,8,8,1.0,5.114125,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-16,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.14,5,4,1.25,28.9158,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-17,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.29,32,31,1.032258064516129,8.94884375,[10],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286363,1044.1293044143272,1,299.00,0,0,0,0,1,299.00,0.040909,1044.1293044143272,7,299.00,0,0,0,0,7,299.00,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.45,81,73,1.1095890410958904,5.551061728395061,[2],[0.449636],1,0.012345679012345678,0.449636,1,0,1,0.012345679012345678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224818,1690.2116378581786,2,759.98,2,759.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,1.19,78,70,1.1142857142857143,15.227115384615384,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.88,119,97,1.2268041237113403,7.433235294117647,[2],[0.0],0,0,0,1,0,1,0.008403361344537815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4422775,859.1664735375415,2,759.98,2,759.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,1.30,136,109,1.2477064220183487,9.593926470588235,[9],[0.652387],2,0.014705882352941176,0.652387,2,0,2,0.014705882352941176,0,0,0,0,0,0,0,0,0,0,1.304774,765.6498366766965,1,999.00,1,999.00,0,0,0,0,0.16309675,3599.0907237575243,8,4696.00,8,4696.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Keep Your Newborn Close with a,ACTIVE,PP687311503903,0.78,74,62,1.1935483870967742,10.563094594594595,[0],[0.3908345],2,0.02702702702702703,0.3908345,2,0,2,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-16,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.12,3,2,1.5,39.693666666666665,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-17,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.11,17,17,1.0,6.235647058823528,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-18,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.15,18,17,1.0588235294117647,8.581611111111112,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-19,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.04,7,6,1.1666666666666667,5.497,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-20,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.16,15,13,1.1538461538461537,10.4542,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-21,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.31,17,15,1.1333333333333333,18.099176470588233,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-22,Conversions Campaign | 2026-06-14,Conversions Audience list ad group | 2026-06-14 20:56 UTC,Conversions Ad | Because Your Baby Deserves that,ACTIVE,PP687311503904,0.09,8,6,1.3333333333333333,11.57175,[0],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427645
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Keep Your Newborn Close with a,ACTIVE,PP687312040289,0.04,20,20,1.0,2.0995,[20],[2.0995],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Keep Your Newborn Close with a,ACTIVE,PP687312040289,1.32,299,285,1.0491228070175438,4.424739130434784,[299],[4.424739130434784],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276427641
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Every change is a moment too.,ACTIVE,PP687312040290,0,1,1,1.0,0,[1],[0.0],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525275953084
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Every change is a moment too.,ACTIVE,PP687312040290,0.49,116,115,1.008695652173913,4.2386637931034485,[116],[4.2386637931034485],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525275953084
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | They change faster than you ex,ACTIVE,PP687312040291,0.15,39,40,0.975,3.9595384615384615,[39],[3.9595384615384615],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525275578683
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | The years go fast. The furnitu,ACTIVE,PP687312040292,0.15,35,35,1.0,4.172771428571428,[35],[4.172771428571428],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525275305777
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Most nursery furniture gets ou,ACTIVE,PP687312040293,1.10,284,244,1.1639344262295082,3.8630457746478877,[284],[3.8630457746478877],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525275166765
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad,ACTIVE,PP687312040294,0.12,27,28,0.9642857142857143,4.530444444444444,[27],[4.530444444444444],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525275098119
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad,ACTIVE,PP687312040294,4.02,648,608,1.0657894736842106,6.2049459876543205,[648],[6.2049459876543205],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525275098119
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Baby Change Mat Australia - Co,ACTIVE,PP687312040295,0.01,6,6,1.0,2.0993333333333335,[6],[2.0993333333333335],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274916405
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Baby Change Mat Australia - Co,ACTIVE,PP687312040295,0.42,88,87,1.0114942528735633,4.768693181818182,[88],[4.768693181818182],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274916405
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Vintage Nursery Ideas Australi,ACTIVE,PP687312040296,0.88,217,202,1.0742574257425743,4.062594470046083,[217],[4.062594470046083],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274916385
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Convertible Baby Cot Australia,ACTIVE,PP687312040297,0.11,28,28,1.0,3.9653214285714284,[28],[3.9653214285714284],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274916292
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Convertible Baby Cot Australia,ACTIVE,PP687312040297,0.26,59,55,1.0727272727272728,4.4675762711864415,[59],[4.4675762711864415],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274916292
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Nursery Dresser Australia - Vi,ACTIVE,PP687312040298,0.39,86,82,1.048780487804878,4.4775465116279065,[86],[4.4775465116279065],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846054
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Nursery Dresser Australia - Vi,ACTIVE,PP687312040298,0.73,170,155,1.096774193548387,4.289723529411765,[170],[4.289723529411765],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846054
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Bedside Bassinet Australia - C,ACTIVE,PP687312040299,0.03,12,12,1.0,2.1006666666666667,[12],[2.1006666666666667],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Bedside Bassinet Australia - C,ACTIVE,PP687312040299,0.28,57,55,1.0363636363636364,4.90280701754386,[57],[4.90280701754386],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274846018
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Japandi Nursery Australia - Ro,ACTIVE,PP687312040300,4.81,1209,1042,1.1602687140115162,3.980343258891646,[1209],[3.980343258891646],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274845952
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Nursery Glider Chair Australia,ACTIVE,PP687312040301,1.38,297,276,1.076086956521739,4.633690235690236,[297],[4.633690235690236],1,0.003367003367003367,1.376206,0,0,1,0.003367003367003367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274777027
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Nursery Glider Chair Australia,ACTIVE,PP687312040301,0.19,46,45,1.0222222222222221,4.120760869565217,[46],[4.120760869565217],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274777027
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Small Nursery Ideas Australia,ACTIVE,PP687312040302,0.12,28,27,1.037037037037037,4.1793571428571425,[28],[4.1793571428571425],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274776984
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Baby Change Mat for Floor or D,ACTIVE,PP687312040303,0.02,10,10,1.0,2.0996,[10],[2.0996],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661470
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Baby Change Mat for Floor or D,ACTIVE,PP687312040303,0.25,56,51,1.0980392156862746,4.422142857142857,[56],[4.422142857142857],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661470
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Nursery Furniture Set Australi,ACTIVE,PP687312040304,0.00,1,1,1.0,4.289,[1],[4.289],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661468
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Nursery Furniture Set Australi,ACTIVE,PP687312040304,0.20,42,41,1.024390243902439,4.828690476190475,[42],[4.828690476190475],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661468
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | 4-in-1 Cot to Toddler Bed - Co,ACTIVE,PP687312040305,0.03,7,7,1.0,4.068,[7],[4.068],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661467
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | 4-in-1 Cot to Toddler Bed - Co,ACTIVE,PP687312040305,0.10,21,20,1.05,4.7313809523809525,[21],[4.7313809523809525],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661467
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Sage Green Nursery Furniture A,ACTIVE,PP687312040306,0.30,67,63,1.0634920634920635,4.46344776119403,[67],[4.46344776119403],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661465
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Scandi Nursery Ideas Australia,ACTIVE,PP687312040307,0.06,14,14,1.0,4.150785714285714,[14],[4.150785714285714],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274661466
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Pick your favourite  From Fo,ACTIVE,PP687312040308,2.42,591,546,1.0824175824175823,4.100986463620981,[591],[4.100986463620981],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525276611606
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,"Awareness Ad | From the very first moment, th",ACTIVE,PP687312040309,0.14,34,34,1.0,3.9935588235294115,[34],[3.9935588235294115],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274610712
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | The Cocoon Breeze Bedside Bass,ACTIVE,PP687312040310,0.64,156,151,1.033112582781457,4.080634615384615,[156],[4.080634615384615],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274344340
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | There’s a kind of love that on,ACTIVE,PP687312040311,0.06,14,14,1.0,4.1365,[14],[4.1365],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525274208331
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | Happy Mother’s Day from Cocoon,ACTIVE,PP687312040312,0.83,211,203,1.0394088669950738,3.9142322274881516,[211],[3.9142322274881516],1,0.004739336492890996,0.825903,0,0,1,0.004739336492890996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525273939691
2026-06-21,Awareness_22.6.26,Awareness_Ad Group,"Awareness Ad | For every feed, every hour, ev",ACTIVE,PP687312040314,0.16,41,40,1.025,3.789463414634146,[41],[3.789463414634146],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525273322554
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,"Awareness Ad | For every feed, every hour, ev",ACTIVE,PP687312040314,0.27,76,74,1.027027027027027,3.583342105263158,[76],[3.583342105263158],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525273322554
2026-06-22,Awareness_22.6.26,Awareness_Ad Group,Awareness Ad | The cot your baby comes home t,ACTIVE,PP687312040315,0.40,97,90,1.0777777777777777,4.165185567010309,[97],[4.165185567010309],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P1130966525272778131
