Date,Campaign name,Ad group name,Spend in account currency,Impressions,Reach,Outbound clicks,Saves,Engagements,Total conversions (Checkout),Total order value (Checkout)
2026-06-23,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.17,16,16,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.20,50,50,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.34,88,86,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.43,117,110,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.82,205,192,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,1.06,282,264,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,4.76,766,715,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.13,35,34,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.97,219,210,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.04,11,11,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.41,97,88,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.04,10,10,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,4.49,1059,966,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.11,26,24,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.07,19,18,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.05,15,15,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.04,10,10,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.03,9,9,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.11,27,27,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.04,9,9,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,3.05,660,620,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.32,79,74,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.42,98,94,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.08,22,21,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.87,207,198,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,0.20,57,55,0,0,0,0,0
2026-06-24,Awareness_22.6.26,Awareness_Ad Group,1.04,302,266,0,0,0,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.58,55,50,0,0,0,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,6.40,626,535,8,2,10,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,2.15,90,85,2,0,2,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.36,58,57,0,0,0,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,1.09,121,104,0,0,0,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,3.27,133,118,0,0,0,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.62,114,98,3,0,3,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,1.72,109,101,1,0,1,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.68,37,33,0,0,0,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.74,57,54,0,0,0,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,1.57,194,174,1,0,1,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.31,34,27,1,0,1,0,0
2026-06-24,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,1.54,51,47,1,0,1,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.08,20,20,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.14,39,37,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.22,58,58,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.40,99,92,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.24,68,58,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,1.27,204,197,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.01,3,3,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.56,124,115,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.00,1,1,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.08,18,18,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.00,2,2,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.38,103,99,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.02,5,5,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.02,4,4,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.01,4,4,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.03,7,7,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.00,1,1,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.03,7,7,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.00,2,2,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.62,124,117,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.13,33,33,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.13,32,31,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.07,18,18,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.38,91,87,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.15,36,33,0,0,0,0,0
2026-06-25,Awareness_22.6.26,Awareness_Ad Group,0.51,148,135,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.06,9,7,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,3.29,279,240,2,0,2,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.21,35,30,1,0,1,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.55,53,46,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.29,44,36,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.52,33,32,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.13,37,32,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.39,36,29,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.30,21,21,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.33,20,18,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.20,49,44,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.52,9,7,0,0,0,0,0
2026-06-25,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0.32,17,16,0,0,0,0,0
2026-06-26,Sales Campaign | 2026-06-23 | Pinterest performance+ on,Sales Ad group | 2026-06-23 |  Pinterest performance+ on,0,1,1,0,0,0,0,0
