"Campaign name","Ad set name","Ad name",Day,"Delivery status","Delivery level","Result type",Results,"Cost per result","Amount spent (AUD)",Impressions,Reach,"Attribution setting","Quality ranking","Engagement rate ranking","Conversion rate ranking","Ad set name",Purchases,"Purchases conversion value","Link clicks","Reporting starts","Reporting ends"
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-04-04,active,ad,,,,9.22,688,537,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,9,2026-04-04,2026-04-04
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Easter | Baby with mother | Cot",2026-04-04,inactive,ad,,,,10.36,581,429,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,10,2026-04-04,2026-04-04
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-04-04,active,ad,"Landing page views",57,0.23649123,13.48,1673,1282,"7-day click or 1-day view","Above average",Average,"Below average - Bottom 10% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,62,2026-04-04,2026-04-04
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-04-04,active,ad,,,,1.29,82,68,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,2,2026-04-04,2026-04-04
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Easter | Cot with a note",2026-04-04,inactive,ad,,,,19.12,1316,971,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,16,2026-04-04,2026-04-04
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Easter | Baby with mother | Cot",2026-04-03,inactive,ad,,,,10.56,594,387,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,11,2026-04-03,2026-04-03
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Easter | Cot with a note",2026-04-03,inactive,ad,,,,25.03,1390,870,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,21,2026-04-03,2026-04-03
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-04-03,active,ad,"Landing page views",69,0.22565217,15.57,1761,1428,"7-day click or 1-day view","Above average",Average,"Below average - Bottom 20% of ads","RB | Traffic | LPV | LL | FB IG | 260326",1,899,89,2026-04-03,2026-04-03
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-04-03,inactive,ad,,,,6.59,460,306,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,4,2026-04-03,2026-04-03
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-04-03,active,ad,"Website purchases",0,,13.93,812,615,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",0,282.83,21,2026-04-03,2026-04-03
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-04-03,active,ad,,,,12.96,830,565,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,10,2026-04-03,2026-04-03
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-04-03,active,ad,,,,1.49,100,86,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-04-03,2026-04-03
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-04-02,active,ad,,,,10.13,659,471,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,4,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Dresser | Effortless organization",2026-04-02,active,ad,,,,6.64,342,247,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,9,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-04-02,inactive,ad,,,,5.94,399,257,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-04-02,2026-04-02
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-04-02,active,ad,"Landing page views",31,0.41483871,12.86,1375,1085,"7-day click or 1-day view","Above average",Average,"Below average - Bottom 20% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,39,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-04-02,active,ad,,,,11.48,622,476,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,8,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Cot | Built for every milestone",2026-04-02,active,ad,,,,6.35,418,272,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,9,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Easter | Cot with a note",2026-04-02,inactive,ad,,,,0.92,69,62,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,1,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Easter | Baby with mother | Cot",2026-04-02,inactive,ad,,,,0.39,34,34,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-04-02,active,ad,,,,3.73,146,123,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-04-02,2026-04-02
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Nursery Chairs",2026-04-02,active,ad,,,,16.28,1093,849,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,45,2026-04-02,2026-04-02
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-04-01,active,ad,"Landing page views",62,0.25516129,15.82,1779,1408,"7-day click or 1-day view","Above average",Average,"Below average - Bottom 20% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,70,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-04-01,active,ad,,,,13.13,652,438,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,15,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-04-01,active,ad,"Website purchases",1,11.26,11.26,603,456,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",1,1007.68,6,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-04-01,inactive,ad,,,,7.12,406,239,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Dresser | Effortless organization",2026-04-01,active,ad,,,,11.91,616,428,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,21,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Cot | Built for every milestone",2026-04-01,active,ad,,,,9.39,560,341,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,8,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Nursery Chairs",2026-04-01,active,ad,,,,26.33,1415,926,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,48,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-04-01,active,ad,,,,1.29,56,48,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-04-01,2026-04-01
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-31,active,ad,,,,2.42,127,111,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,2,2026-03-31,2026-03-31
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Nursery Chairs",2026-03-31,active,ad,,,,0.27,22,21,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,2,2026-03-31,2026-03-31
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Cot | Built for every milestone",2026-03-31,active,ad,,,,0.4,24,21,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,1,2026-03-31,2026-03-31
RB_Cocoon_Sales_Bundles_090226,"RB | Sales | Open Adv+ | Lookalike","RB | Static | Dresser | Effortless organization",2026-03-31,active,ad,,,,0.33,13,12,"7-day click, 1-day view, or 1-day engaged-view",-,-,-,"RB | Sales | Open Adv+ | Lookalike",,,,2026-03-31,2026-03-31
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-31,active,ad,"Landing page views",47,0.31234043,14.68,1599,1335,"7-day click or 1-day view","Above average",Average,"Below average - Bottom 20% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,57,2026-03-31,2026-03-31
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-31,inactive,ad,"Website purchases",0,,9.83,457,241,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",0,16.75,5,2026-03-31,2026-03-31
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-31,active,ad,,,,12.77,818,620,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,14,2026-03-31,2026-03-31
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-31,active,ad,"Website purchases",0,,13.7,803,518,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",0,110.95,16,2026-03-31,2026-03-31
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-30,active,ad,"Website purchases",1,14.15,14.15,983,723,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",1,962.26,16,2026-03-30,2026-03-30
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-30,active,ad,,,,15.27,1069,625,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,9,2026-03-30,2026-03-30
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-30,active,ad,,,,1.93,107,82,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,2,2026-03-30,2026-03-30
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-30,inactive,ad,,,,9.19,420,212,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,2,2026-03-30,2026-03-30
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-30,active,ad,"Landing page views",56,0.27571429,15.44,1892,1560,"7-day click or 1-day view","Above average",Average,"Below average - Bottom 10% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,66,2026-03-30,2026-03-30
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-29,active,ad,,,,2.67,142,98,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-29,2026-03-29
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-29,active,ad,"Landing page views",54,0.31518519,17.02,2011,1569,"7-day click or 1-day view","Above average",Average,"Below average - Bottom 10% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,67,2026-03-29,2026-03-29
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-29,inactive,ad,"Website purchases",0,,8.51,507,288,Incremental,"Above average","Below average - Bottom 35% of ads","Below average - Bottom 35% of ads","RB | Adset - Bundles | Open adv + | 25-38 | Women",0,94.63,2,2026-03-29,2026-03-29
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-29,active,ad,,,,17.99,1439,947,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,20,2026-03-29,2026-03-29
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-29,active,ad,"Website purchases",1,10.02,10.02,653,430,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",1,2185.85,16,2026-03-29,2026-03-29
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-28,active,ad,,,,1.3,72,51,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,2,2026-03-28,2026-03-28
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-28,active,ad,"Landing page views",37,0.30486486,11.28,1468,1131,"7-day click or 1-day view","Above average","Below average - Bottom 35% of ads","Below average - Bottom 20% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,44,2026-03-28,2026-03-28
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-28,inactive,ad,,,,2.74,177,119,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,2,2026-03-28,2026-03-28
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-28,active,ad,,,,12.72,854,612,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,23,2026-03-28,2026-03-28
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-28,active,ad,"Website purchases",0,,8.28,440,314,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",0,244.34,8,2026-03-28,2026-03-28
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-27,inactive,ad,"Website purchases",2,1.7,3.4,140,63,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",2,1012.4,,2026-03-27,2026-03-27
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-27,active,ad,,,,15.95,1101,781,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,26,2026-03-27,2026-03-27
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-27,active,ad,,,,10.59,708,443,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-27,2026-03-27
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-27,active,ad,"Landing page views",56,0.33392857,18.7,2021,1565,"7-day click or 1-day view",Average,"Above average","Below average - Bottom 20% of ads","RB | Traffic | LPV | LL | FB IG | 260326",,,69,2026-03-27,2026-03-27
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-27,active,ad,,,,2.24,156,110,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-27,2026-03-27
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-26,active,ad,,,,1.52,107,65,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-26,2026-03-26
"RB | Traffic | 260326","RB | Traffic | LPV | LL | FB IG | 260326","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-26,active,ad,"Landing page views",1,1.66,1.66,164,158,"7-day click or 1-day view",-,-,-,"RB | Traffic | LPV | LL | FB IG | 260326",,,1,2026-03-26,2026-03-26
"Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...",2026-03-26,not_delivering,ad,"Website purchases",1,6.44,6.44,302,263,"7-day click",-,-,-,"Instagram post: As a working mum of 2 beautiful...",1,809.58,11,2026-03-26,2026-03-26
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-26,inactive,ad,,,,7.27,389,212,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-26,2026-03-26
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-26,active,ad,,,,14.99,940,676,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,25,2026-03-26,2026-03-26
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-26,active,ad,,,,11.52,657,444,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,11,2026-03-26,2026-03-26
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-25,active,ad,,,,11.07,692,484,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,8,2026-03-25,2026-03-25
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-25,active,ad,,,,12.13,831,593,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,14,2026-03-25,2026-03-25
"Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...",2026-03-25,not_delivering,ad,,,,35.81,1841,1225,"7-day click",Average,"Above average","Below average - Bottom 35% of ads","Instagram post: As a working mum of 2 beautiful...",,,53,2026-03-25,2026-03-25
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-25,inactive,ad,"Website purchases",0,,10.15,461,243,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",0,24.66,1,2026-03-25,2026-03-25
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-25,active,ad,,,,1.82,127,100,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,,2026-03-25,2026-03-25
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-24,active,ad,,,,1.92,174,113,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-24,2026-03-24
"Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...",2026-03-24,not_delivering,ad,"Website purchases",1,37.54,37.54,1982,1326,"7-day click",Average,"Above average","Below average - Bottom 35% of ads","Instagram post: As a working mum of 2 beautiful...",1,1014.07,50,2026-03-24,2026-03-24
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-24,inactive,ad,"Website purchases",1,9.62,9.62,316,176,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",1,307.92,5,2026-03-24,2026-03-24
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-24,active,ad,,,,12.6,898,647,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,16,2026-03-24,2026-03-24
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-24,active,ad,,,,12.19,861,569,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,12,2026-03-24,2026-03-24
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-23,inactive,ad,,,,9.14,503,278,Incremental,"Above average",Average,"Below average - Bottom 35% of ads","RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-23,2026-03-23
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe Sandstone Bundle",2026-03-23,active,ad,"Website purchases",1,12,12,812,543,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",1,2128.93,12,2026-03-23,2026-03-23
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Evoke Bundle",2026-03-23,active,ad,"Website purchases",0,,11.9,1053,736,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",0,103.7,13,2026-03-23,2026-03-23
"Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...",2026-03-23,not_delivering,ad,,,,37.96,2088,1495,"7-day click",Average,"Above average",Average,"Instagram post: As a working mum of 2 beautiful...",,,67,2026-03-23,2026-03-23
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-23,active,ad,,,,3.47,294,212,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,1,2026-03-23,2026-03-23
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | Static | Vibe White grow",2026-03-22,active,ad,,,,2.42,217,164,Incremental,-,-,-,"RB | Adset - Bundles | Open adv + | 25-38 | Women",,,,2026-03-22,2026-03-22
"Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...","Instagram post: As a working mum of 2 beautiful...",2026-03-22,not_delivering,ad,,,,40.31,2024,1402,"7-day click",Average,"Above average",Average,"Instagram post: As a working mum of 2 beautiful...",,,65,2026-03-22,2026-03-22
RB_Cocoon_Sales_Bundles_090226,"RB | Adset - Bundles | Open adv + | 25-38 | Women","RB | AI generated Video | Bundle | Vibe Sandstone",2026-03-22,inactive,ad,"Website purchases",0,,9.79,669,395,Incremental,Average,Average,Average,"RB | Adset - Bundles | Open adv + | 25-38 | Women",0,247.33,4,2026-03-22,2026-03-22
"Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",2026-03-22,not_delivering,ad,,,,15.36,730,588,"7-day click",Average,"Above average","Below average - Bottom 35% of ads","Instagram post: NOW AVAILABLE IN AUSTRALIA 🇦🇺...",,,17,2026-03-22,2026-03-22
"Instagram post: ❤️💕❤️ COCOON ALLURE DOVE GREY is...","Instagram post: ❤️💕❤️ COCOON ALLURE DOVE GREY is...","Instagram post: ❤️💕❤️ COCOON ALLURE DOVE GREY is...",2026-03-22,not_delivering,ad,,,,7.17,381,340,"7-day click",-,-,-,"Instagram post: ❤️💕❤️ COCOON ALLURE DOVE GREY is...",,,10,2026-03-22,2026-03-22
